id,time,antenna,rssi,phase,channel,channelNum,epc
197,1659790,2,-66.5,5.982525072754001,920.625,0,FFFF
198,1669318,3,-62.0,2.0739420252213865,920.625,0,FFFF
199,1672154,3,-62.0,2.0555342557667595,920.625,0,FFFF
200,1681383,0,-39.0,2.0371264863121317,920.625,0,FFFF
201,1684246,0,-39.5,2.0493983326152163,920.625,0,FFFF
202,1693511,1,-43.0,0.19021361769781908,920.625,0,FFFF
203,1698962,1,-43.0,0.19021361769781908,920.625,0,FFFF
204,1708471,2,-66.5,5.872078456026235,920.625,0,FFFF
205,1712650,2,-67.0,5.853670686571607,920.625,0,FFFF
206,1721855,3,-62.0,2.061670178918302,920.625,0,FFFF
207,1724449,3,-61.5,1.981903177948248,920.625,0,FFFF
208,1734218,0,-39.0,2.0555342557667595,920.625,0,FFFF
209,1739729,0,-39.5,2.0555342557667595,920.625,0,FFFF
210,1750529,1,-43.0,0.3620194659410112,920.625,0,FFFF
211,1754597,1,-43.0,0.3681553890925535,920.625,0,FFFF
212,1765725,2,-66.5,5.853670686571607,920.625,0,FFFF
213,1768516,2,-65.5,5.737088146692298,920.625,0,FFFF
214,1779035,3,-62.5,2.0984857178275576,920.625,0,FFFF
215,1781568,3,-62.5,2.1598449493429825,920.625,0,FFFF
216,1790867,0,-39.0,2.0739420252213865,920.625,0,FFFF
217,1795895,0,-39.5,2.0493983326152163,920.625,0,FFFF
218,1805153,1,-45.0,0.47860200582031975,920.625,0,FFFF
219,1807781,1,-43.5,0.4540583132141496,920.625,0,FFFF
220,1817538,2,-68.0,5.583690067903734,920.625,0,FFFF
221,1820148,2,-67.0,5.872078456026235,920.625,0,FFFF
222,1829540,3,-63.0,2.1537090261914402,920.625,0,FFFF
223,1832147,3,-63.5,2.251883796616121,920.625,0,FFFF
224,1841907,0,-39.5,1.957359485342078,920.625,0,FFFF
225,1849786,0,-39.5,1.9696313316451635,920.625,0,FFFF
226,1860342,1,-44.0,0.5338253141842033,920.625,0,FFFF
227,1863197,1,-44.0,0.5829126993965437,920.625,0,FFFF
228,1874016,2,-66.5,5.411884219660542,920.625,0,FFFF
229,1876823,2,-68.0,5.356660911296659,920.625,0,FFFF
230,1886119,3,-63.5,2.313243028131547,920.625,0,FFFF
231,1888690,3,-63.5,2.208932334555323,920.625,0,FFFF
232,1904166,0,-40.0,2.0064468705544183,920.625,0,FFFF
233,1909536,0,-40.0,2.0064468705544183,920.625,0,FFFF
234,1929210,1,-44.5,0.7853981633974483,920.625,0,FFFF
235,1933544,1,-44.5,0.7976700097005338,920.625,0,FFFF
236,1944449,2,-66.0,5.375068680751287,920.625,0,FFFF
237,1947075,2,-67.0,5.283029833478148,920.625,0,FFFF
238,1956336,3,-62.5,2.3623304133438876,920.625,0,FFFF
239,1959145,3,-63.0,2.313243028131547,920.625,0,FFFF
240,1968348,0,-40.5,2.1659808724945258,920.625,0,FFFF
241,1977895,0,-40.5,2.233476027161494,920.625,0,FFFF
242,1987440,1,-44.0,1.055378782065321,920.625,0,FFFF
243,1989794,1,-44.0,1.055378782065321,920.625,0,FFFF
244,1999375,2,-66.0,5.203262832508095,920.625,0,FFFF
245,2002252,2,-65.5,5.289165756629691,920.625,0,FFFF
246,2011739,3,-62.5,2.325514874434632,920.625,0,FFFF
247,2014347,3,-62.0,2.276427489222291,920.625,0,FFFF
248,2023884,0,-41.0,2.356194490192345,920.625,0,FFFF
249,2027527,0,-41.5,2.3930100291016,920.625,0,FFFF
250,2047414,1,-44.0,1.306951631278566,920.625,0,FFFF
251,2051188,1,-44.0,1.3130875544301093,920.625,0,FFFF
252,2061281,2,-64.5,5.197126909356552,920.625,0,FFFF
253,2063895,2,-66.5,5.295301679781233,920.625,0,FFFF
254,2073347,3,-62.0,2.2948352586769194,920.625,0,FFFF
255,2075882,3,-61.5,2.36846633649543,920.625,0,FFFF
256,2085604,0,-41.5,2.497320722677824,920.625,0,FFFF
257,2087964,0,-41.5,2.5157284921324514,920.625,0,FFFF
258,2107789,1,-44.5,1.4051264017032477,920.625,0,FFFF
259,2110362,1,-45.0,1.41126232485479,920.625,0,FFFF
260,2120166,2,-67.0,4.908738521234052,920.625,0,FFFF
261,2122877,2,-66.5,4.859651136021711,920.625,0,FFFF
262,2132154,3,-63.0,2.5586799541932495,920.625,0,FFFF
263,2134732,3,-62.5,2.5280003384355365,920.625,0,FFFF
264,2144462,0,-42.0,2.3746022596469727,920.625,0,FFFF
265,2148644,0,-42.0,2.3746022596469727,920.625,0,FFFF
266,2158206,1,-45.5,1.4173982480063323,920.625,0,FFFF
267,2162008,1,-45.5,1.4235341711578746,920.625,0,FFFF
268,2175474,2,-66.0,4.859651136021711,920.625,0,FFFF
269,2185125,3,-63.0,2.675262494072558,920.625,0,FFFF
270,2187675,3,-63.0,2.6998061866787286,920.625,0,FFFF
271,2197166,0,-42.0,2.411417798556228,920.625,0,FFFF
272,2200982,0,-42.0,2.478912953223196,920.625,0,FFFF
273,2210771,1,-46.5,1.558524480491811,920.625,0,FFFF
274,2213327,1,-46.5,1.5769322499464389,920.625,0,FFFF
275,2222641,2,-65.0,4.215379205109742,920.625,0,FFFF
276,2225462,2,-65.0,4.583534594202296,920.625,0,FFFF
277,2234936,3,-62.5,2.705942109830271,920.625,0,FFFF
278,2237496,3,-62.5,2.650718801466388,920.625,0,FFFF
279,2246777,0,-42.5,2.6568547246179306,920.625,0,FFFF
280,2251576,0,-42.5,2.6568547246179306,920.625,0,FFFF
281,2262253,1,-46.0,1.8039614065535137,920.625,0,FFFF
282,2264562,1,-46.0,1.8039614065535137,920.625,0,FFFF
283,2274306,2,-66.0,4.577398671050753,920.625,0,FFFF
284,2276824,2,-65.5,4.399456899656019,920.625,0,FFFF
285,2286365,3,-62.0,2.6813984172241008,920.625,0,FFFF
286,2288897,3,-62.5,2.675262494072558,920.625,0,FFFF
287,2298384,0,-42.5,2.8409324191642074,920.625,0,FFFF
288,2302696,0,-42.5,2.834796496012665,920.625,0,FFFF
289,2312180,1,-46.0,1.9696313316451635,920.625,0,FFFF
290,2314772,1,-46.0,2.000310947402876,920.625,0,FFFF
291,2324056,2,-65.0,4.417864669110647,920.625,0,FFFF
292,2326821,2,-65.5,4.614214209960009,920.625,0,FFFF
293,2336262,3,-62.0,2.761165418194154,920.625,0,FFFF
294,2338668,3,-62.0,2.6813984172241008,920.625,0,FFFF
295,2348164,0,-43.0,2.9697868053466014,920.625,0,FFFF
296,2350743,0,-43.0,2.9820586516496865,920.625,0,FFFF
297,2367739,1,-47.0,2.1353012567368124,920.625,0,FFFF
298,2370271,1,-46.5,2.12916533358527,920.625,0,FFFF
299,2379642,2,-65.0,4.331961744989051,920.625,0,FFFF
